userID,reviewID,prediction
u77355739,r70788666
u21823665,r51657464
u98776010,r70283699
u56004632,r47921460
u95399909,r23630329
u14462885,r79292997
u43637933,r46896207
u17964789,r67121002
u78530553,r82776242
u61387154,r08474958
u05102644,r93773332
u14290820,r74795225
u65590032,r96055239
u81505226,r04308199
u93221990,r63906452
u57146295,r13784285
u20169475,r21144105
u70399355,r88739609
u80166632,r60168610
u19138512,r02370076
u32649629,r76269222
u62935932,r56599641
u55145110,r10469597
u59518678,r02871188
u28259429,r40853224
u56717883,r67455613
u60564054,r51193503
u86041296,r91120806
u81531460,r53561223
u22898127,r99734921
u55690399,r59800185
u72804214,r54364997
u29413447,r11222229
u27983506,r01745624
u73600737,r39614797
u06041880,r95796207
u45443576,r51262590
u71689914,r93468315
u90874671,r66915371
u51531609,r10099350
u19351028,r66154970
u32774401,r10808188
u42353499,r61304211
u24445198,r85923974
u75081981,r26359503
u33987572,r27279767
u26141907,r53474501
u01964477,r77407160
u14775636,r34163066
u64849153,r51534643
u32866862,r37124832
u43658390,r15356212
u04173098,r83101261
u57629654,r86831222
u39851886,r98563552
u05004456,r11001378
u72492067,r71152612
u24627448,r14435803
u71745804,r62162665
u75525769,r36330541
u81253028,r72097169
u08576996,r42966177
u54837315,r72524128
u85205324,r17165618
u79774805,r95896844
u67104672,r55089617
u79943411,r44950619
u01693774,r36931588
u74698217,r98471702
u88644988,r28567993
u29425703,r49419951
u98849966,r41897193
u16425275,r00089963
u05426655,r87663338
u30661584,r90816110
u20778779,r44756387
u77001832,r11778624
u90387080,r64543043
u13240550,r87029027
u33319036,r53221064
u88376956,r98850531
u14974953,r51174262
u78135202,r42529776
u61871939,r90765602
u89305916,r11474585
u50787096,r07983034
u47354615,r74812633
u03199009,r70648316
u52123040,r51421060
u53928028,r18658578
u78581357,r10066120
u39308145,r88068094
u79603711,r62636466
u68411876,r71360705
u09153319,r79948787
u70267834,r91412933
u97358723,r60693582
u02104894,r13047711
u83687340,r64295412
u58315716,r32066230
u18578523,r38239639
u31779061,r98226109
u49507233,r99185587
u31657048,r76849402
u13495307,r93704036
u24090990,r67452946
u69260553,r57316651
u15413117,r72779729
u69769891,r39347440
u96747451,r67577199
u37870087,r63050957
u87330469,r90181889
u71852787,r65759873
u68592362,r87585489
u30136677,r83227693
u52772661,r09943077
u52190936,r98554484
u24417770,r25723023
u14345836,r23686637
u85944870,r10974546
u80899382,r84120032
u64638788,r68658620
u22948315,r50238012
u22175834,r71715343
u35441885,r20176964
u26847393,r62276752
u08493539,r09530781
u21191824,r84111954
u85842302,r34279306
u43500913,r05601052
u49439190,r39329794
u93839217,r38231532
u11355058,r03914267
u08804507,r05222955
u69697670,r12701472
u55823538,r98847407
u00522184,r46896742
u36751114,r74859117
u27098377,r21503882
u43864806,r83747359
u39566406,r84756931
u88881014,r19724228
u14710570,r81798846
u77357361,r25667196
u16607261,r26287259
u20070984,r91012593
u32887368,r87193731
u72528783,r04121647
u71931897,r09586104
u64639072,r08221728
u60707123,r46095336
u62483664,r14929517
u93388862,r29746125
u63011102,r13644375
u61173518,r00443173
u40226737,r06729904
u42642952,r00648015
u73345889,r10528649
u50287750,r49093552
u33810439,r04915506
u68265107,r87029156
u16891719,r33174880
u15418317,r49620961
u94501948,r32600451
u13893541,r77533870
u43516438,r94650247
u68207059,r88994315
u95080286,r57990135
u48132788,r01869273
u47887542,r20302379
u19386307,r44295809
u48192406,r63540205
u59513075,r22331684
u06130587,r63697216
u77682464,r79614371
u72743138,r53652272
u28824376,r81853387
u55231445,r95591936
u05894526,r86256915
u14652661,r77485523
u03077867,r87425266
u76433068,r36212841
u45579204,r50475743
u67595230,r80737405
u55474880,r02186904
u22153077,r74584160
u41375100,r09274677
u95489134,r38694712
u39118839,r14724398
u13494007,r35262375
u64528376,r25897900
u81731830,r26929102
u23574096,r08223475
u40122528,r96016689
u80339668,r40810843
u63227368,r08758807
u37665139,r35752218
u72454939,r08748352
u21500866,r83076119
u09849387,r73200655
u27365250,r47223262
u44537593,r72411742
u53523589,r57654088
u35916573,r20660867
u97609888,r06328684
u30268543,r79592849
u97808070,r75228941
u59309015,r87173527
u39672594,r66675547
u07300884,r67456382
u86737856,r66433523
u89616697,r84251416
u20257965,r84289893
u44185465,r80657080
u22435624,r58017391
u27247882,r47626638
u79222549,r37657293
u85773811,r07904911
u77345351,r67105746
u40547676,r85340464
u68586311,r27661175
u12132686,r52584406
u47567308,r80705935
u22024150,r57425680
u35693021,r16649163
u09392278,r84826464
u61812829,r33039531
u10511098,r35625326
u53516084,r98085993
u84525568,r12723982
u35428144,r90638862
u69337196,r97180922
u76373842,r24776170
u04780502,r71067332
u68412634,r60532065
u41174164,r43594788
u81729625,r70009397
u84618726,r28457916
u85553039,r77801488
u45638695,r08009471
u45398027,r25631994
u55184997,r88937768
u05449041,r74979970
u51668101,r43807308
u98607573,r39435520
u46907010,r52074329
u08142940,r47838327
u43741115,r72092974
u56685898,r63263609
u11113260,r44371928
u99326863,r38001695
u17689524,r77988871
u96794507,r15353162
u98100654,r50064289
u44805446,r34769751
u04190779,r63905445
u57312489,r00802171
u37920256,r32636775
u92859312,r39455104
u30725201,r86104115
u50638881,r44598360
u59554398,r30884243
u58725964,r23968373
u40662061,r37101260
u97038402,r19400894
u55702325,r36655527
u75701684,r59261275
u38186562,r02904325
u97646575,r91420099
u93091153,r63572853
u72918543,r54954391
u19829762,r67210872
u54766708,r65840718
u62798741,r29503574
u44515153,r48097320
u60126956,r12975818
u49873039,r17238024
u23243140,r19105802
u50772305,r31953289
u62395866,r38745990
u43374129,r60130212
u98846983,r86643800
u04175499,r56452136
u16968746,r48902593
u83076836,r57996612
u06663729,r48787337
u34151493,r96342259
u92927361,r31048756
u96201358,r91247561
u15609320,r42617220
u03864688,r10804075
u65908506,r76188270
u91123146,r31208219
u71562125,r88302403
u37959313,r24962125
u90035003,r62221289
u03809740,r96335228
u31448492,r05167088
u72296381,r76293608
u02241012,r65530267
u48368145,r94364341
u80371058,r62610497
u95150026,r01256710
u83334377,r16526944
u55480314,r04609589
u36455473,r10037610
u36308489,r38979819
u08897619,r19893500
u43784041,r23637739
u19023961,r82785417
u89232821,r57351852
u96288801,r00733496
u55343490,r96805445
u68744876,r04038849
u93120782,r99992039
u43872443,r28240093
u44577008,r97568658
u26919351,r45823414
u94195134,r27880551
u96619008,r34575121
u34422383,r91397171
u11317737,r56050066
u16968746,r38300964
u12248559,r66887721
u46947093,r99710510
u35383215,r64393211
u75736734,r38305693
u98040382,r67924454
u66346236,r78925222
u61592333,r08514457
u38303293,r82257798
u32100450,r42343826
u28572902,r29539983
u76691175,r13643340
u60336005,r47912688
u70595481,r71793191
u56228492,r91211704
u16546295,r27802178
u03569469,r98331723
u77397569,r33920769
u94117229,r51330560
u62744330,r30208587
u86619200,r24418474
u38585202,r99066493
u83568637,r70541911
u17070720,r70648328
u64114165,r78791585
u84000860,r28657599
u84608509,r30904419
u92194707,r99321045
u70312210,r81169010
u03172465,r94965517
u55007779,r14608611
u36308489,r82425013
u16071088,r15147107
u68136817,r67975378
u86385073,r08780588
u76549142,r38747219
u42720456,r92316262
u13215618,r71606211
u70765667,r84503882
u81431398,r43906442
u94192396,r57856460
u43881012,r79424872
u95701010,r98094638
u72752110,r72363976
u80655163,r07517493
u62136765,r67570978
u46437834,r98015161
u48874438,r81256268
u18838012,r30783679
u08088480,r98071197
u72635208,r30288750
u45942554,r14487516
u62712764,r14453345
u29491631,r57650953
u20507882,r42371939
u53028492,r36349508
u78987340,r56693181
u18637382,r22496007
u49111607,r47929491
u33883980,r84916660
u94639785,r78890653
u41749142,r64712491
u07749016,r01435648
u95252400,r84798892
u55827211,r91286535
u17782793,r75868188
u40553984,r23308465
u42896448,r32814251
u79618637,r49591952
u43825367,r85198115
u22830013,r02569602
u31202893,r92908325
u90831883,r06716569
u14120377,r73659381
u45435341,r85572157
u36746074,r27083998
u23901697,r19267232
u62318538,r12670859
u95861530,r50740894
u60118657,r82515262
u37075171,r89995905
u39672093,r23399141
u59077847,r24820663
u25560476,r95705835
u64737770,r18047517
u25134947,r78138550
u48060265,r46375273
u15217225,r83410536
u47777621,r58712149
u91895302,r70308294
u36397894,r46845438
u83546675,r49777998
u99553479,r72690347
u93213092,r88314420
u37099657,r33507527
u54131988,r38825208
u77672546,r43559840
u37383646,r91778124
u41906869,r86444789
u46606670,r44891883
u14427340,r70922768
u79454393,r73648270
u18812110,r66333325
u58340417,r07250450
u27912098,r82436774
u14402633,r90723581
u20796308,r88124831
u65445302,r40441722
u06551776,r81567310
u60197493,r66734911
u40527918,r70650268
u22960284,r78053037
u19520090,r85339654
u31444500,r78963754
u43537905,r87261459
u07302513,r16762648
u69634548,r74784195
u77885964,r33882182
u78313203,r28771084
u97236974,r84752952
u51550150,r19255752
u62953833,r41615055
u96422410,r75838772
u52202997,r16449913
u15189542,r44775590
u02883020,r84403505
u23286336,r65730329
u33873631,r82537163
u52270123,r20831949
u39246299,r07583232
u59471052,r44205174
u37939016,r93222829
u03754613,r67956516
u53246589,r75699813
u93647852,r35465517
u30272061,r89409794
u66772792,r70086662
u51598979,r38963456
u92998720,r49327711
u27133484,r57555212
u28385354,r66121827
u01438420,r45634170
u93476537,r87342595
u79224912,r76961571
u04245089,r05290763
u90935330,r55875901
u97804639,r68733511
u49557543,r52619754
u21696083,r82385606
u72350124,r71286476
u93910918,r11640168
u00522184,r29185800
u03660341,r46583468
u71684652,r00973249
u53566256,r95440758
u06705541,r65939114
u51935895,r04445615
u17745540,r03287667
u00917998,r86923411
u75182834,r37078539
u73328703,r40671140
u31244831,r33114093
u65675155,r41707920
u67797624,r05884065
u04063681,r94365449
u56620834,r53141490
u20322020,r79763004
u35898699,r41060597
u22215295,r53930655
u81853348,r82697416
u17275039,r01034392
u37231822,r57380993
u75602518,r94171064
u78687661,r25244907
u37517102,r08874561
u23046233,r10400308
u45408023,r15033687
u05294660,r53856449
u04627839,r74696958
u36692994,r37145704
u19423601,r70451503
u88124709,r12918321
u85232097,r98460271
u81878459,r38549251
u66901382,r80717763
u78479824,r77113157
u12807991,r23432792
u00522184,r85804621
u04527538,r44554618
u17022693,r80815162
u92243459,r75094678
u02928633,r56100168
u75838168,r63499885
u05502408,r10187780
u48552781,r18193987
u33395762,r98912267
u51400943,r14088367
u91338620,r98426402
u13257863,r42143756
u03423567,r69346905
u89155824,r52596095
u60952229,r39276580
u27883373,r99154786
u00591405,r29442681
u45409169,r51047484
u21578971,r05371920
u31631266,r79895767
u95637616,r99479576
u30992097,r35470768
u37667882,r19290910
u56217200,r15296504
u53791183,r75033124
u09545370,r67220632
u96259665,r50050672
u81749251,r34660450
u59724016,r01214534
u52685649,r15749545
u27583896,r62829878
u13589971,r98866793
u86869148,r99790867
u17586454,r50092452
u35437172,r75308144
u79951642,r58618416
u51359166,r69165692
u90710411,r52438642
u52320911,r39870984
u45390497,r71295256
u04790602,r37261184
u48070635,r05165475
u82142857,r38337238
u99090767,r23299299
u81250642,r58693465
u16809056,r31316839
u00678825,r95052418
u30978209,r77755624
u37816679,r81742448
u37633437,r08395762
u62733766,r17074419
u60573544,r15301954
u80250860,r00589390
u21984798,r46566035
u78581357,r07252033
u65376266,r78899145
u09946615,r00593264
u00830036,r24760274
u91841842,r80612443
u14871860,r39749842
u79901979,r73383764
u39727341,r04381443
u99846444,r16444113
u85697519,r07879091
u26845892,r33374868
u03932005,r97774467
u75881505,r15957124
u83049325,r87403787
u95520123,r29211738
u61029093,r76028993
u15919196,r97830686
u60942738,r25467104
u76765337,r95564405
u54317270,r09262301
u54251698,r82871683
u31514400,r27831057
u77491004,r00148263
u67765303,r40247026
u46998295,r41498716
u87868476,r84123183
u17795548,r76627978
u78158539,r49839895
u13032289,r27851766
u47561608,r83275763
u59035031,r96407775
u48100030,r56263331
u75404014,r15932691
u25757524,r94049043
u18145621,r74643766
u21214511,r43895563
u97471545,r61243910
u63157308,r52576902
u30438296,r26637383
u69214085,r24924448
u16906936,r78201088
u37588758,r02641821
u74392844,r02518789
u80102034,r02064563
u40191432,r12281114
u39061707,r93023774
u52709875,r03607924
u85677191,r50663167
u10411918,r08862267
u86098784,r03770490
u20683177,r57590619
u16527657,r93676398
u78629853,r58310320
u83259489,r61061785
u24791544,r91800150
u49050352,r92014953
u79995066,r12724845
u79012283,r80774378
u81855797,r80870226
u04842819,r85413703
u76729908,r64410381
u50665817,r64866363
u44173501,r95678496
u56157422,r67085470
u01059292,r78624129
u20311143,r08904222
u90754690,r62722159
u61102047,r69831680
u74306525,r52045557
u54725153,r19690382
u86774282,r71864149
u69619930,r17611540
u05424701,r12173184
u15882052,r33706040
u03983686,r92266667
u76169470,r00393514
u72804214,r36254871
u53049486,r13334640
u25381248,r07623313
u08583829,r12878270
u09780684,r59231701
u66912355,r01046901
u75707042,r05224812
u61709472,r50242290
u28861500,r98765537
u16968648,r57647374
u21603394,r67699681
u12006359,r80524576
u13002660,r49694444
u10255662,r76661651
u89964134,r32349403
u87354596,r15020625
u55395285,r85846177
u81506125,r73087152
u06654345,r26830628
u18681776,r92195757
u24211784,r68683067
u65493902,r95072498
u11526210,r42711294
u03832741,r49394351
u97823297,r89755156
u46446550,r81960353
u88855120,r57840426
u57643620,r26325452
u92579282,r43603622
u52270123,r04475523
u07466503,r13890864
u74164778,r28934086
u69338522,r19535223
u82971294,r18931297
u02398669,r52689058
u62951209,r13362747
u28679039,r98096166
u44369344,r18052480
u43022151,r56165882
u63151912,r18902693
u16651097,r44711091
u03761932,r11055585
u98026384,r46683442
u52171957,r73937977
u45965922,r60610819
u99094753,r04277351
u82416361,r11852353
u52303144,r30197446
u64319525,r44721362
u54869039,r68912564
u56866952,r69845167
u65101479,r26366240
u53593544,r26549007
u20796304,r67308965
u78166254,r98594807
u05168939,r35140342
u84621911,r44249094
u31587120,r52742234
u31418631,r67216069
u77378041,r79982851
u72903663,r01854732
u65026371,r86053218
u92194707,r15373403
u69376644,r42698984
u04195474,r15386853
u48954353,r94162385
u73429286,r85734411
u30484178,r56475747
u63193783,r15791853
u50223477,r45190678
u91280055,r35273649
u47796117,r23095081
u80336570,r76312820
u41812499,r52645030
u37937542,r69513478
u57916818,r78648200
u33048802,r61020690
u32565442,r50071131
u72034323,r29456626
u35020306,r56537928
u43731442,r27968984
u80721653,r67781173
u74777275,r82579732
u45443576,r29122803
u59446691,r32193298
u63223818,r00760267
u06729389,r43571310
u71472451,r48097082
u62153856,r00218839
u37697805,r05943230
u71887977,r18467751
u88093091,r24678866
u24526827,r39297568
u92062217,r28463975
u85262000,r78784167
u90181454,r25142985
u34388279,r50266553
u37847198,r73551821
u59853022,r72255076
u57299170,r40356336
u04805597,r49647358
u97839657,r26148716
u28723442,r82776998
u72800533,r22197779
u04500599,r08195746
u86908491,r09730830
u62175484,r20572737
u40525624,r40805743
u29957850,r95341230
u88383554,r76008603
u37217881,r77006877
u08148574,r65230253
u10984075,r90162137
u44910861,r13619152
u84515103,r88316068
u95862925,r07987642
u01466613,r82271978
u32012256,r83563470
u69272469,r79865924
u04439977,r68395462
u14557445,r87228946
u61573922,r17808637
u34136375,r42612260
u48533823,r89670488
u59217803,r97768081
u57359297,r36571417
u03159137,r27796456
u22187310,r96934249
u22812450,r03447698
u60664166,r85056981
u12986304,r46790026
u74202747,r84019681
u93834353,r88087722
u87354973,r99993296
u89445838,r19322029
u42542401,r48067638
u13919721,r96862720
u53754902,r54945231
u21160671,r71078058
u94792451,r64614806
u80059542,r97181016
u71108929,r87840392
u38030073,r29410690
u52097789,r48304343
u15760347,r80047587
u43129256,r10684926
u90023067,r20969438
u16396986,r57567192
u79449531,r98664217
u66364336,r20458805
u55328503,r26117687
u25169462,r01916375
u76619988,r89911754
u23483439,r81384568
u28240108,r54857039
u04445224,r78583307
u01838153,r60688596
u78656927,r68974069
u69767558,r12494306
u56476639,r77551058
u66394952,r99048406
u45317226,r10080051
u76491144,r34687465
u23271751,r27778010
u43272981,r83676844
u35286587,r16857212
u93727556,r58143167
u18471007,r26553545
u41353728,r40520770
u87756628,r32137001
u58911642,r41421583
u32979541,r22388034
u80785205,r01850949
u83632440,r67485243
u86377425,r58138227
u31422911,r79819993
u53748806,r46300350
u24287794,r47018537
u07914828,r64695725
u52029512,r68805681
u58553254,r14313203
u59428866,r65591706
u31865561,r26460263
u02315762,r08172558
u14909682,r26246395
u53175139,r99079631
u42122843,r59852185
u38610198,r69646146
u99011104,r04919137
u09359094,r92864411
u53276910,r82891387
u76880631,r68757433
u79578883,r84842154
u50282490,r06266897
u59077847,r33979129
u64402768,r91774638
u09419631,r06904833
u85749815,r05468923
u98257736,r64022950
u23645746,r76646667
u58406468,r05804783
u77628758,r76558721
u09351922,r46120221
u74053933,r50099663
u44766934,r95902879
u82737525,r39249510
u03303135,r82753433
u01179192,r55501883
u62199681,r54568058
u04741792,r36877494
u28440945,r71632746
u18984303,r24742211
u37588681,r24184791
u03663845,r76539963
u96979213,r27425145
